,time,content,anger,positivity
1095, 2017-11-03 08:39," ""Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....""",0.25,0.25
1096, 2017-11-03 08:48," ""....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?""",0.30000000000000004,0.4
1097, 2017-11-03 09:26," ""The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!""",0.25,0.25
1101, 2017-11-03 19:48," ""The real story on Collusion is in Donna B's new book. Crooked Hillary bought the DNC &amp; then stole the Democratic Primary from Crazy Bernie!""",0.2857142857142857,0.2857142857142857
1102, 2017-11-03 22:28," ""Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!""",0.3333333333333333,0.3333333333333333
1103, 2017-11-04 00:54," ""The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.""",0.16666666666666666,0.0
1118, 2017-11-07 18:37," ""Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....""",0.1111111111111111,0.1111111111111111
1119, 2017-11-07 18:53," ""....and has been horrible on Virginia economy. Vote @EdWGillespie today!""",0.5,0.25
1124, 2017-11-08 23:15," ""NoKo has interpreted America's past restraint as weakness. This would be a fatal miscalculation. Do not underestima… https://t.co/3ZqTpo7GrT""",0.25,0.25
1149, 2017-11-16 00:52," ""It is actually hard to believe how naive (or dumb) the Failing @nytimes is when it comes to foreign policy...weak and ineffective!""",0.16666666666666666,0.0
1150, 2017-11-16 10:11," ""Why are Democrats fighting massive tax cuts for the middle class and business (jobs)? The reason: Obstruction and Delay!""",0.2222222222222222,0.1111111111111111
1151, 2017-11-16 10:14," ""Big vote tomorrow in the House. Tax cuts are getting close!""",0.16666666666666666,0.16666666666666666
1152, 2017-11-17 02:13," ""Need all on the UN Security Council to vote to renew the Joint Investigative Mechanism for Syria to ensure that Assad Regime does not commit mass murder with chemical weapons ever again.""",0.2,0.2
1157, 2017-11-20 07:57," ""Big-game trophy decision will be announced next week but will be very hard pressed to change my mind that this horror show in any way helps conservation of Elephants or any other animal.""",0.09090909090909091,0.18181818181818182
1158, 2017-11-20 10:21," ""Republican Senators are working very hard to get Tax Cuts and Tax Reform approved. Hopefully it will not be long and they do not want to disappoint the American public!""",0.125,0.375
1159, 2017-11-20 19:25," ""Marshawn Lynch of the NFL’s Oakland Raiders stands for the Mexican Anthem and sits down to boos for our National Anthem. Great disrespect! Next time NFL should suspend him for remainder of season. Attendance and ratings way down.""",0.2,0.0
1162, 2017-11-22 18:48," ""The NFL is now thinking about a new idea - keeping teams in the Locker Room during the National Anthem next season. That’s almost as bad as kneeling! When will the highly paid Commissioner finally get tough and smart? This issue is killing your league!.....""",0.125,0.125
1163, 2017-11-22 19:51," ""Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hit new Record High yesterday - $5.5 trillion gain since E. Many companies coming back to the U.S. Military building up and getting very strong.""",0.058823529411764705,0.23529411764705882
1172, 2017-11-24 12:38," ""RT @DeptofDefense: #HappyThanksgiving from @USArmy and @USNationalGuard #soldiers serving with Task Force Marauder in #Afghanistan. 🦃 https://t.co/kQ00jAIZev""",0.5,0.5
1176, 2017-11-26 22:33," ""I endorsed Luther Strange in the Alabama Primary. He shot way up in the polls but it wasn’t enough. Can’t let Schumer/Pelosi win this race. Liberal Jones would be BAD!""",0.4,0.4
1188, 2017-11-29 19:44," ""RT @JaydaBF: VIDEO: Islamist mob pushes teenage boy off roof and beats him to death! https://t.co/XxtlxNNSiP""",0.5,0.0
1193, 2017-11-30 09:03," ""The House of Representatives seeks contempt citations(?) against the JusticeDepartment and the FBI for withholding key documents and an FBI witness which could shed light on surveillance of associates of Donald Trump. Big stuff. Deep State. Give this information NOW! @FoxNews""",0.08333333333333333,0.08333333333333333
1197, 2017-11-30 20:15," ""The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue!  @foxandfriends""",0.125,0.25
1201, 2017-12-01 11:30," ""A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.""",0.375,0.0
1202, 2017-12-01 19:13," ""The jury was not told the killer of Kate was a 7 time felon. The Schumer/Pelosi Democrats are so weak on Crime that they will pay a big price in the 2018 and 2020 Elections.""",0.14285714285714285,0.14285714285714285
1208, 2017-12-03 01:14," ""I had to fire General Flynn because he lied to the Vice President and the FBI. He has pled guilty to those lies. It is a shame because his actions during the transition were lawful. There was nothing to hide!""",0.1111111111111111,0.3333333333333333
1210, 2017-12-03 19:15," ""I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!""",0.2,0.0
1212, 2017-12-03 19:19," ""RT @GovChristie: .@POTUS has done more to combat the addiction crisis than any other President. https://t.co/EfjJVrE29G""",0.25,0.25
1213, 2017-12-03 19:46," ""RT @paulsperry_: BREAKING: top FBI investigator for Mueller--PETER STRZOK--busted sending political text messages bashing Trump &amp; praising Hillary during the 2016 campaign. STRZOK actually LED the Hillary email probe &amp; recommended clearing her; then was tapped to SUPERVISE the Trump Russia probe!""",0.09090909090909091,0.09090909090909091
1216, 2017-12-04 20:35," ""A must watch: Legal Scholar Alan Dershowitz was just on @foxandfriends talking of what is going on with respect to the greatest Witch Hunt in U.S. political history. Enjoy!""",0.1111111111111111,0.4444444444444444
1228, 2017-12-10 10:17," ""No American should be separated from their loved ones because of preventable crime committed by those illegally in our country. Our cities should be Sanctuaries for Americans – not for criminal aliens! https://t.co/CvtkCG1pln""",0.4,0.2
1232, 2017-12-15 07:26," ""RT @GOPChairwoman: .@realDonaldTrump is the Paycheck President. Learn how the tax bill will put more money in your pocket &amp; how to contact Democrats who are trying to stop it: https://t.co/2yNeqKV4Zw""",0.1111111111111111,0.4444444444444444
1234, 2017-12-16 11:08," ""RT @PressSec: .@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' personal attacks on women they disagree with ever will.""",0.09090909090909091,0.36363636363636365
1243, 2017-12-19 23:07," ""A  story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirmation is FAKE NEWS. I never even wavered and am very proud of him and the job he is doing as a Justice of the U.S. Supreme Court. The unnamed sources don’t exist!""",0.0625,0.4375
1247, 2017-12-21 20:45," ""Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success!""",0.16666666666666666,0.41666666666666663
1248, 2017-12-21 21:56," ""Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN""",0.25,0.25
1250, 2017-12-22 23:07," ""Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much needed 4 billion dollar missile defense bill.""",0.09090909090909091,0.18181818181818182
1254, 2017-12-25 10:56," ""People are proud to be saying Merry Christmas again. I am proud to have led the charge against the assault of our cherished and beautiful phrase. MERRY CHRISTMAS!!!!!""",0.1111111111111111,0.5555555555555556
1259, 2017-12-29 00:24," ""Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!""",0.125,0.25
1262, 2017-12-29 20:48," ""RT @charliekirk11: 3 big wins in 2017 you won't hear:  Trump confirmed the most circuit court judges ever in a President's 1st year (all conservatives)  Trump deregulated the economy more than any President in 100 yrs  Trump opened up markets to allow billions of dollars of US goods to be exported""",0.07692307692307693,0.3076923076923077
1265, 2017-12-31 21:03," ""Big protests in Iran. The people are finally getting wise as to how their money and wealth is being stolen and squandered on terrorism. Looks like they will not take it any longer. The USA is watching very closely for human rights violations!""",0.3333333333333333,0.4444444444444444
1266, 2018-01-02 21:44," ""Thank you to Brandon Judd of the National Border Patrol Council for your kind words on how well we are doing at the Border. We will be bringing in more &amp; more of your great folks and will build the desperately needed WALL! @foxandfriends""",0.1111111111111111,0.3333333333333333
1268, 2018-01-03 02:11," ""We will not rest until all of America’s GREAT VETERANS can receive the care they so richly deserve. Tremendous progress has been made in a short period of time. Keep up the great work @SecShulkin @DeptVetAffairs! https://t.co/ir25vW15hx https://t.co/OtuzIgxMn6""",0.1111111111111111,0.3333333333333333
1269, 2018-01-03 09:05," ""I will be announcing THE MOST DISHONEST &amp; CORRUPT MEDIA AWARDS OF THE YEAR on Monday at 5:00 o’clock. Subjects will cover Dishonesty &amp; Bad Reporting in various categories from the Fake News Media. Stay tuned!""",0.16666666666666666,0.0
1277, 2018-01-07 23:15," ""Jake Tapper of Fake News CNN just got destroyed in his interview with Stephen Miller of the Trump Administration. Watch the hatred and unfairness of this CNN flunky!""",0.3333333333333333,0.0
1278, 2018-01-08 22:20," ""African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!  #NeverForget  @foxandfriends""",0.1,0.2
1281, 2018-01-10 22:11," ""It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) always runs to the 9th Circuit and almost always wins before being reversed by higher courts.""",0.30000000000000004,0.0
1283, 2018-01-11 21:11," ""“45 year low in illegal immigration this year.” @foxandfriends""",0.25,0.0
1285, 2018-01-12 11:01," ""Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization. Very disrespectful to committee members and possibly illegal. She blamed her poor decision on the fact she had a cold - a first!""",0.14285714285714285,0.14285714285714285
1286, 2018-01-13 21:14," ""The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!""",0.2,0.6000000000000001
1291, 2018-01-16 04:28," ""Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no trust! Durbin blew DACA and is hurting our Military.""",0.2857142857142857,0.0
1293, 2018-01-16 08:55," ""RT @realDonaldTrump: Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no trust! Durbin blew DACA and is hurting our Military.""",0.2857142857142857,0.0
1295, 2018-01-17 07:19," ""New report from DOJ &amp; DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-born. We have submitted to Congress a list of resources and reforms....""",0.14285714285714285,0.14285714285714285
1297, 2018-01-18 07:28," ""I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United States. Great to see Apple follow through as a result of TAX CUTS. Huge win for American workers and the USA! https://t.co/OwXVUyLOb1""",0.09090909090909091,0.18181818181818182
1298, 2018-01-18 07:36," ""Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. https://t.co/kDcGbMieSt""",0.2857142857142857,0.2857142857142857
1300, 2018-01-18 21:49," ""A government shutdown will be devastating to our military...something the Dems care very little about!""",0.25,0.0
1302, 2018-01-19 20:04," ""Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018!""",0.09090909090909091,0.0
1304, 2018-01-20 04:53," ""Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!""",0.08333333333333333,0.08333333333333333
1306, 2018-01-20 19:17," ""Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our dangerous Southern Border. They could have easily made a deal but decided to play Shutdown politics instead. #WeNeedMoreRepublicansIn18 in order to power through mess!""",0.16666666666666666,0.08333333333333333
1309, 2018-01-20 22:27," ""Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that happen!""",0.3333333333333333,0.0
1310, 2018-01-21 08:40," ""RT @realDonaldTrump: Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our dangerous Southern Border. They could have easily made a deal but decided to play Shutdown politics instead. #WeNeedMoreRepublicansIn18 in order to power through mess!""",0.16666666666666666,0.08333333333333333
1313, 2018-01-21 20:20," ""RT @realDonaldTrump: Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that happen!""",0.3333333333333333,0.0
1316, 2018-01-22 21:15," ""Democrats have shut down our government in the interests of their far left base. They don’t want to do it but are powerless!""",0.16666666666666666,0.16666666666666666
1318, 2018-01-23 19:31," ""Even Crazy Jim Acosta of Fake News CNN agrees: “Trump World and WH sources dancing in end zone: Trump wins again...Schumer and Dems caved...gambled and lost.” Thank you for your honesty Jim!""",0.1,0.1
1320, 2018-01-27 01:16," ""DACA has been made increasingly difficult by the fact that Cryin’ Chuck Schumer took such a beating over the shutdown that he is unable to act on immigration!""",0.14285714285714285,0.0
1325, 2018-02-02 19:33," ""The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigative process in favor of Democrats and against Republicans - something which would have been unthinkable just a short time ago. Rank &amp; File are great people!""",0.07692307692307693,0.15384615384615385
1326, 2018-02-03 02:07," ""“Trump the orator outlines the greatness of America to Democrats’ disgust” https://t.co/XpirrtTY6V""",0.2,0.2
1329, 2018-02-04 08:40," ""“The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used to influence the 2016 election and its aftermath....The FBI failed to inform the FISA court that the Clinton campaign had funded the dossier....the FBI became....""",0.2,0.1
1330, 2018-02-05 00:58," ""My thoughts and prayers are with all of the victims involved in this mornings train collision in South Carolina. Thank you to our incredible First Responders for the work they’ve done!""",0.25,0.0
1332, 2018-02-05 20:11," ""The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working. Dems want to greatly raise taxes for really bad and non-personal medical care. No thanks!""",0.08333333333333333,0.16666666666666666
1335, 2018-02-07 00:05," ""We need a 21st century MERIT-BASED immigration system.  Chain migration and the visa lottery are outdated programs that hurt our economic and national security. https://t.co/rP9Gtr2E5N""",0.09090909090909091,0.09090909090909091
1342, 2018-02-09 11:22," ""Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did not want a “paper trail” on a “private” meeting (in London) he requested with Steele of fraudulent Dossier fame. All tied into Crooked Hillary.""",0.09090909090909091,0.2727272727272727
1344, 2018-02-10 23:33," ""Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are old and some are new. There is no recovery for someone falsely accused - life and career are gone. Is there no such thing any longer as Due Process?""",0.23076923076923078,0.23076923076923078
1346, 2018-02-12 04:36," ""Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police officers from @WestervillePD. This is a true tragedy!""",0.2857142857142857,0.2857142857142857
1348, 2018-02-15 04:55," ""Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.""",0.2222222222222222,0.1111111111111111
1351, 2018-02-18 03:36," ""Deputy A.G. Rod Rosenstein stated at the News Conference: “There is no allegation in the indictment that any American was a knowing participant in this illegal activity. There is no allegation in the indictment that the charged conduct altered the outcome of the 2016 election.""",0.2,0.2
1352, 2018-02-18 04:16," ""“I have seen all of the Russian ads and I can say very definitively that swaying the election was *NOT* the main goal.” Rob Goldman Vice President of Facebook Ads https://t.co/A5ft7cGJkE""",0.2,0.4
1353, 2018-02-18 12:08," ""Very sad that the FBI missed all of the many signals sent out by the Florida school shooter. This is not acceptable. They are spending too much time trying to prove Russian collusion with the Trump campaign - there is no collusion. Get back to the basics and make us all proud!""",0.16666666666666666,0.25
1356, 2018-02-20 23:29," ""....cameras running. Another False Accusation. Why doesn’t @washingtonpost report the story of the women taking money to make up stories about me? One had her home mortgage paid off. Only @FoxNews so reported...doesn’t fit the Mainstream Media narrative.""",0.2,0.1
1358, 2018-02-22 20:40," ""....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would also serve as a deterrent to the cowards that do this. Far more assets at much less cost than guards. A “gun free” school is a magnet for bad people. ATTACKS WOULD END!""",0.23529411764705882,0.1764705882352941
1363, 2018-02-25 02:54," ""Armed Educators (and trusted people who work within a school) love our students and will protect them. Very smart people. Must be firearms adept &amp; have annual training. Should get yearly bonus. Shootings will not happen again - a big &amp; very inexpensive deterrent. Up to States.""",0.13333333333333333,0.4
1364, 2018-02-25 04:16," ""Democrat judges have totally redrawn election lines in the great State of Pennsylvania. @FoxNews. This is very unfair to Republicans and to our country as a whole. Must be appealed to the United States Supreme Court ASAP!""",0.2,0.2
1365, 2018-02-25 05:07," ""Unemployment claims are at the lowest level since 1973. Much of this has to do with the massive cutting of unnecessary and job killing Regulations!""",0.2857142857142857,0.2857142857142857
1367, 2018-02-25 07:16," ""The Democrat memo response on government surveillance abuses is a total political and legal BUST. Just confirms all of the terrible things that were done. SO ILLEGAL!""",0.18181818181818182,0.09090909090909091
1373, 2018-02-27 20:49," ""WITCH HUNT!""",0.5,0.0
1375, 2018-02-28 06:58," "".@SenatorWicker of Mississippi has been a great supporter and incredible help in getting our massive Tax Cut Bill done and approved. Also big help on cutting regs. I am with him in his re-election all the way!""",0.125,0.125
1378, 2018-02-28 22:08," ""45 year low on illegal border crossings this year. Ice and Border Patrol Agents are doing a great job for our Country. MS-13 thugs being hit hard.""",0.2,0.1
1383, 2018-03-02 10:58," ""RT @Scavino45: “Trump Comes Through — Saves $1.4 Billion On New Air Force One” https://t.co/cN3TAQywpR""",0.25,0.0
1389, 2018-03-04 01:33," ""Mainstream Media in U.S. is being mocked all over the world. They’ve gone CRAZY! https://t.co/4UGYuJpUA7""",0.3333333333333333,0.0
1391, 2018-03-05 19:53," ""...treat our farmers much better. Highly restrictive. Mexico must do much more on stopping drugs from pouring into the U.S. They have not done what needs to be done. Millions of people addicted and dying.""",0.4,0.2
1397, 2018-03-07 23:38," ""The U.S. is acting swiftly on Intellectual Property theft. We cannot allow this to happen as it has for many years!""",0.14285714285714285,0.14285714285714285
1398, 2018-03-08 20:38," ""Looking forward to 3:30 P.M. meeting today at the White House. We have to protect &amp; build our Steel and Aluminum Industries while at the same time showing great flexibility and cooperation toward those that are real friends  and treat us fairly on both trade and the military.""",0.058823529411764705,0.5294117647058822
1403, 2018-03-10 04:35," ""Look forward to being in Pennsylvania tomorrow in support of Rick @Saccone4PA18. Big crowd expected in Moon Township. Vote Rick and see you there! #MAGA""",0.1111111111111111,0.2222222222222222
1404, 2018-03-10 21:38," ""We are deeply saddened by the tragic situation in Yountville and mourn the loss of three incredible women who cared for our Veterans.""",0.25,0.0
1412, 2018-03-14 22:37," ""We cannot keep a blind eye to the rampant unfair trade practices against our Country!""",0.2,0.0
1414, 2018-03-15 05:25," ""Today the House took major steps toward securing our schools by passing the STOP School Violence Act. We must put the safety of America's children FIRST by improving training and by giving schools and law enforcement better tools. A tragedy like Parkland can't happen ever again!""",0.05555555555555555,0.16666666666666666
1423, 2018-03-19 21:07," ""A total WITCH HUNT with massive conflicts of interest!""",0.2,0.2
1426, 2018-03-21 18:52," ""Department of Justice should have urged the Supreme Court to at least hear the Drivers License case on illegal immigrants in Arizona. I agree with @LouDobbs. Should have sought review.""",0.2,0.30000000000000004
1429, 2018-03-23 18:07," ""House Intelligence Committee votes to release final report. FINDINGS: (1) No evidence provided of Collusion between Trump Campaign &amp; Russia. (2)  The Obama Administrations Post election response was insufficient. (3) Clapper provided inconsistent testimony on media contacts.""",0.05555555555555555,0.05555555555555555
1430, 2018-03-23 20:26," ""DACA was abandoned by the Democrats. Very unfair to them! Would have been tied to desperately needed Wall.""",0.5,0.0
1435, 2018-03-28 02:35," ""I am very pleased to welcome the opioid memorial to the President's Park in April. I encourage all to visit and remember those who we have lost to this deadly epidemic. We will keep fighting until we defeat the opioid crisis! https://t.co/ZM7AYJyECr""",0.23076923076923078,0.3076923076923077
1437, 2018-03-29 00:18," ""My Administration stands in solidarity with the brave citizens in Orange County defending their rights against California's illegal and unconstitutional Sanctuary policies. California's Sanctuary laws....""",0.1111111111111111,0.3333333333333333
1441, 2018-03-31 20:53," ""Governor Jerry “Moonbeam” Brown pardoned 5 criminal illegal aliens whose crimes include (1) Kidnapping and Robbery (2) Badly beating wife and threatening a crime with intent to terrorize (3) Dealing drugs. Is this really what the great people of California want? @FoxNews""",0.4666666666666667,0.06666666666666667
1443, 2018-04-01 21:56," ""Border Patrol Agents are not allowed to properly do their job at the Border because of ridiculous liberal (Democrat) laws like Catch &amp; Release. Getting more dangerous. “Caravans” coming. Republicans must go to Nuclear Option to pass tough laws NOW. NO MORE DACA DEAL!""",0.0625,0.25
1447, 2018-04-03 21:55," ""I am right about Amazon costing the United States Post Office massive amounts of money for being their Delivery Boy. Amazon should pay these costs (plus) and not have them bourne by the American Taxpayer. Many billions of dollars. P.O. leaders don’t have a clue (or do they?)!""",0.1,0.5
1452, 2018-04-07 04:23," ""“BET founder: Trump's economy is bringing black workers back into the labor force” https://t.co/TtMDfi4bv0""",0.125,0.125
1454, 2018-04-08 01:35," ""Just spoke to @JustinTrudeau to pay my highest respect and condolences to the families of the terrible Humboldt Team tragedy. May God be with them all!""",0.125,0.5
1455, 2018-04-08 02:11," ""We are sealing up our Southern Border. The people of our great country want Safety and Security. The Dems have been a disaster on this very important issue!""",0.125,0.125
1456, 2018-04-08 06:42," ""Fire at Trump Tower is out. Very confined (well built building). Firemen (and women) did a great job. THANK YOU!""",0.16666666666666666,0.5
1457, 2018-04-08 21:04," ""....to pay. Open area immediately for medical help and verification. Another humanitarian disaster for no reason whatsoever. SICK!""",0.09090909090909091,0.5454545454545454
1458, 2018-04-10 00:55," ""RT @StateDept: .@POTUS Trump condemns the heinous attack on innocent Syrians with banned chemical weapons. #Syria https://t.co/qiEahlL3Ah""",0.25,0.25
1461, 2018-04-10 19:07," ""Attorney–client privilege is dead!""",0.3333333333333333,0.3333333333333333
1462, 2018-04-10 19:08," ""A TOTAL WITCH HUNT!!!""",0.3333333333333333,0.0
1469, 2018-04-14 20:21," ""A perfectly executed strike last night. Thank you to France and the United Kingdom for their wisdom and the power of their fine Military. Could not have had a better result. Mission Accomplished!""",0.1111111111111111,0.3333333333333333
1473, 2018-04-17 08:52," ""RT @GOPChairwoman: We’re in a prime position to defend our majorities in 2018. Let’s defy history. #MAGA #LeadRight https://t.co/fo8g0pSjWQ""",0.2,0.4
1478, 2018-04-17 20:24," ""Looks like Jerry Brown and California are not looking for safety and security along their very porous Border. He cannot come to terms for the National Guard to patrol and protect the Border. The high crime rate will only get higher. Much wanted Wall in San Diego already started!""",0.0625,0.125
1482, 2018-04-18 05:34," ""....Congress – House and Senate must quickly pass a legislative fix to ensure violent criminal aliens can be removed from our society. Keep America Safe!""",0.16666666666666666,0.08333333333333333
1484, 2018-04-18 06:59," ""States and Cities throughout our Country are being cheated and treated so badly by online retailers. Very unfair to traditional tax paying stores!""",0.2,0.2
1488, 2018-04-18 17:42," ""RT @realDonaldTrump: ....Congress – House and Senate must quickly pass a legislative fix to ensure violent criminal aliens can be removed from our society. Keep America Safe!""",0.16666666666666666,0.08333333333333333
1489, 2018-04-18 17:42," ""RT @realDonaldTrump: States and Cities throughout our Country are being cheated and treated so badly by online retailers. Very unfair to traditional tax paying stores!""",0.2,0.2
1495, 2018-04-20 06:46," ""James Comey just threw Andrew McCabe “under the bus.” Inspector General’s Report on McCabe is a disaster for both of them! Getting a little (lot) of their own medicine?""",0.14285714285714285,0.2857142857142857
1496, 2018-04-20 18:34," ""So General Michael Flynn’s life can be totally destroyed while Shadey James Comey can Leak and Lie and make lots of money from a third rate book (that should never have been written). Is that really the way life in America is supposed to work? I don’t think so!""",0.2,0.2
1497, 2018-04-20 18:50," ""Nancy Pelosi is going absolutely crazy about the big Tax Cuts given to the American People by the Republicans...got not one Democrat Vote! Here’s a choice. They want to end them and raise your taxes substantially. Republicans are working on making them permanent and more cuts!""",0.18181818181818182,0.2727272727272727
1501, 2018-04-22 04:13," ""The Washington Post said I refer to Jeff Sessions as “Mr. Magoo” and Rod Rosenstein as “Mr. Peepers.” This is “according to people with whom the president has spoken.” There are no such people and don’t know these characters...just more Fake &amp; Disgusting News to create ill will!""",0.15384615384615385,0.3076923076923077
1502, 2018-04-22 06:27," ""RT @dmartosko: The same can be said of the 'collusion' stuff. https://t.co/xMCVuH3OTs""",0.5,0.0
1505, 2018-04-23 01:23," ""A complete Witch Hunt!""",0.5,0.0
1518, 2018-04-28 20:07," ""Allegations made by Senator Jon Tester against Admiral/Doctor Ron Jackson are proving false. The Secret Service is unable to confirm (in fact they deny) any of the phony Democrat charges which have absolutely devastated the wonderful Jackson family. Tester should resign. The.....""",0.23076923076923078,0.23076923076923078
1519, 2018-04-28 20:58," ""“Clapper lied about (fraudulent) Dossier leaks to CNN” @foxandfriends FoxNews  He is a lying machine who now works for Fake News CNN.""",0.3333333333333333,0.0
1520, 2018-04-30 20:10," ""The White House Correspondents’ Dinner is DEAD as we know it. This was a total disaster and an embarrassment to our great Country and all that it stands for. FAKE NEWS is alive and well and beautifully represented on Saturday night!""",0.08333333333333333,0.3333333333333333
1523, 2018-05-01 19:34," ""It would seem very hard to obstruct justice for a crime that never happened! Witch Hunt!""",0.6000000000000001,0.2
1525, 2018-05-02 21:33," ""NEW BOOK - A MUST READ! “The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump” by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!""",0.13333333333333333,0.2
1526, 2018-05-02 22:45," ""A Rigged System - They don’t want to turn over Documents to Congress. What are they afraid of? Why so much redacting? Why such unequal “justice?” At some point I will have no choice but to use the powers granted to the Presidency and get involved!""",0.09090909090909091,0.36363636363636365
1531, 2018-05-05 05:58," ""Democrats and liberals in Congress want to disarm law-abiding Americans at the same time they are releasing dangerous criminal aliens and savage gang members onto our streets. Politicians who put criminal aliens before American Citizens should be voted out of office!""",0.36363636363636365,0.0
1532, 2018-05-05 05:59," ""We are going to demand Congress secure the border in the upcoming CR. Illegal immigration must end!""",0.3333333333333333,0.0
1533, 2018-05-07 19:39," ""The 13 Angry Democrats in charge of the Russian Witch Hunt are starting to find out that there is a Court System in place that actually protects people from injustice...and just wait ‘till the Courts get to see your unrevealed Conflicts of Interest!""",0.2857142857142857,0.07142857142857142
1534, 2018-05-07 21:00," ""“The Great Revolt” by Salena Zito and Brad Todd does much to tell the story of our great Election victory. The Forgotten Men &amp; Women are forgotten no longer!""",0.14285714285714285,0.14285714285714285
1535, 2018-05-07 22:08," ""The United States does not need John Kerry’s possibly illegal Shadow Diplomacy on the very badly negotiated Iran Deal.  He was the one that created this MESS in the first place!""",0.1,0.30000000000000004
1538, 2018-05-09 20:35," ""Secretary Pompeo and his “guests” will be landing at Andrews Air Force Base at 2:00 A.M. in the morning. I will be there to greet them. Very exciting!""",0.125,0.125
1545, 2018-05-13 06:02," ""Iran’s Military Budget is up more than 40% since the Obama negotiated Nuclear Deal was reached...just another indicator that it was all a big lie. But not anymore!""",0.16666666666666666,0.16666666666666666
1551, 2018-05-15 20:22," ""RT @Scavino45: “Job openings hit record high of 6.6 million” https://t.co/BwDsLU6T4l""",0.2,0.2
1553, 2018-05-16 01:30," ""Nebraska - make sure you get out to the polls and VOTE for Deb Fischer today! https://t.co/bDHVaGv2FS""",0.3333333333333333,0.3333333333333333
1558, 2018-05-16 21:09," ""The Washington Post and CNN have typically written false stories about our trade negotiations with China. Nothing has happened with ZTE except as it pertains to the larger trade deal. Our country has been losing hundreds of billions of dollars a year with China...""",0.08333333333333333,0.08333333333333333
1560, 2018-05-17 23:25," ""Congrats to the House for passing the VA MISSION Act yesterday. Without this funding our veterans will be forced to stand in never ending lines in order to receive care. Putting politics over our veterans care is UNACCEPTABLE – Senate must vote yes on this bill by Memorial Day!""",0.10526315789473684,0.05263157894736842
1564, 2018-05-18 23:05," ""School shooting in Texas. Early reports not looking good. God bless all!""",0.16666666666666666,0.5
1567, 2018-05-20 02:33," ""Great to have our incredible First Lady back home in the White House. Melanie is feeling and doing really well. Thank you for all of your prayers and best wishes!""",0.2,0.4
